I	J	Score	Match	NoMatch
85	120	1.7375e+10	23509	478893
112	9	2.78021e+09	8264.17	311524
84	158	9.83829e+09	41024.7	286568
52	126	1.1982e+10	52018.2	376200
30	130	1.75255e+10	44050.6	479338
191	210	1.07057e+09	70516.9	330256
189	109	1.55746e+10	47622.7	435625
92	109	1.00047e+09	34701.6	339301
83	89	2.14361e+09	87482.2	460247
62	78	6.66951e+09	61992.3	854573
193	145	6.38195e+09	40702.3	604072
156	96	1.71851e+10	36713.9	441059
67	109	7.66109e+08	28583.8	290306
159	20	1.24148e+10	29548.4	344326
142	179	4.15579e+09	68092.8	421430
84	169	1.06645e+10	17031.4	314256
104	198	1.42651e+10	31550.1	536089
78	174	1.73391e+10	72679.9	429953
189	8	1.30945e+10	65908.3	468628
191	130	4.20213e+09	39510.1	350185
92	8	3.43028e+09	25081.7	400210
52	210	1.01926e+10	53591.2	451088
84	168	8.0755e+09	39998.2	293214
30	105	2.94586e+09	78889.1	377019
85	198	1.41104e+10	34834.6	547811
61	189	2.12326e+10	27960.6	899770
67	8	4.11404e+09	24755.6	345423
159	167	7.41572e+08	59003.6	292174
189	20	1.38582e+10	46887.9	497484
84	88	6.38671e+08	49380	254746
92	20	3.42828e+09	66230	368897
191	105	8.01947e+09	53180	269036
195	30	2.11568e+10	24097.5	826598
68	143	3.97549e+10	107612	1.25941e+06
112	69	1.31075e+09	53478.6	204685
30	29	2.04878e+09	61138.9	431937
21	58	6.56419e+09	80080.8	654517
52	130	1.46494e+10	61879.5	431722
127	156	4.2857e+09	72467.1	729898
84	11	1.70399e+09	67367.8	255341
156	121	2.33285e+09	36170.2	438426
193	133	5.85544e+09	106122	525495
189	167	4.61129e+09	64396.2	457279
92	167	1.38757e+10	38920.4	373510
142	124	2.84879e+09	53477.4	376015
159	150	1.44011e+09	31694.6	315887
40	61	9.94806e+09	18811	1.06537e+06
67	20	3.43579e+09	19336.8	360677
131	85	2.73572e+10	18461.2	804420
191	29	8.90089e+09	12472.7	346910
162	52	2.20651e+10	75921.8	727141
83	73	5.45509e+09	62968	476068
104	0	4.17255e+09	75375.3	481918
84	200	1.02461e+10	15145.2	349000
78	9	2.77541e+09	89904.2	439392
143	195	8.37179e+09	50205.4	1.02996e+06
189	150	6.27018e+09	64179.7	453899
52	105	4.15205e+09	63312	362810
92	150	1.16348e+10	41793.4	367041
30	100	3.13541e+09	46233.5	399688
159	26	1.11312e+10	31426.6	336512
85	0	3.38291e+09	68397.2	503903
84	129	1.19331e+10	49770.9	289327
191	100	9.62686e+09	12748.4	299480
67	167	1.23986e+10	28065.5	329252
207	195	5.33879e+09	131850	919879
189	26	1.24372e+10	31510.2	506926
192	127	1.02341e+10	97910.8	1.06945e+06
128	21	2.83286e+10	97033.5	910410
92	26	2.39876e+09	35965.9	393226
84	146	9.74237e+09	28165.4	296577
6	131	4.04114e+10	76314.1	1.29461e+06
193	120	7.01037e+09	18175.6	569570
191	72	9.736e+09	49416	272289
112	166	9.42484e+09	33691.1	246398
159	35	8.98463e+09	40672.8	315098
189	35	1.07407e+10	43627.7	482641
156	179	2.44266e+09	62569.9	427394
84	160	9.24154e+09	37850.2	277983
30	72	2.98937e+09	66199	389199
142	157	4.00829e+09	96829.5	390803
52	29	1.52523e+09	63911.7	399377
92	35	2.65417e+09	23094.7	393929
67	150	1.0249e+10	41396.4	312325
21	86	7.23085e+09	63126.9	620534
104	174	1.84561e+10	48715.2	486818
195	67	1.88643e+10	18282.4	722310
62	112	6.2515e+09	22656.8	684400
84	50	1.70296e+09	30401.1	308111
61	92	3.34869e+09	119488	698998
83	102	3.33442e+09	108514	458381
189	79	1.371e+10	40662.3	495234
85	174	1.8863e+10	58112.6	492428
191	109	9.43497e+09	12951.9	282348
165	193	1.11418e+10	74116.2	848071
92	79	8.25512e+08	72285.6	354366
159	79	1.17444e+10	40763.1	324635
78	69	1.23562e+09	75054	392618
84	196	9.02549e+09	6884.43	293408
30	109	3.21691e+09	61114.6	367878
52	100	3.92895e+09	16206.3	399928
67	26	2.81111e+09	35407.7	338671
162	30	2.55938e+10	43475.5	789374
189	158	6.32829e+09	68214.5	445832
191	8	8.20765e+09	28295.3	318293
92	158	1.15208e+10	30760.2	374041
84	90	1.02874e+09	32298	262846
159	158	1.5472e+09	47207.6	296341
193	198	3.99976e+09	80488.7	587502
142	118	1.15234e+10	112640	353264
127	142	4.57368e+09	126168	675755
156	124	9.63728e+08	73448.2	356486
30	8	3.5032e+09	50039.4	430242
189	169	3.19649e+09	41532.8	476209
84	2	2.20502e+09	53334.6	273525
112	60	1.46381e+09	33969.5	288349
67	35	3.06158e+09	15713.2	346198
92	169	1.2517e+10	17609.2	390888
52	72	3.81612e+09	28908	396703
191	20	9.09551e+09	18390.4	338034
104	9	3.77351e+09	96844.8	465353
84	3	2.90132e+09	15488.7	319616
159	169	7.05596e+08	53861	293383
85	9	2.95323e+09	54990.6	522213
189	168	5.72356e+09	11335.9	508330
92	168	8.91619e+09	40384.3	370037
84	208	9.88749e+09	20325.8	303633
67	79	1.23411e+09	23676.7	347862
191	167	2.7802e+09	35484	298244
30	20	1.93383e+09	70331.5	419785
78	166	1.40671e+10	58082.9	431514
21	87	6.47482e+09	74635.9	618995
131	104	2.9847e+10	44440.4	763434
83	145	1.81642e+10	21238.9	525043
52	109	4.34261e+09	26492.9	372713
189	88	1.49109e+10	37083.9	453496
84	209	8.6506e+09	13152.3	302926
159	168	1.40655e+09	77538.3	271631
92	88	7.72081e+08	28459.5	352876
195	159	5.02928e+09	96511.3	637941
142	70	1.3119e+10	68504.2	352353
207	21	2.24528e+10	54157.5	984926
191	150	4.33221e+09	40298.2	289833
156	157	2.30597e+09	60092.9	427981
84	176	1.25358e+10	24299.5	313434
189	11	1.3547e+10	47648.3	461514
67	158	1.00342e+10	26145.9	323543
30	167	1.53207e+10	45841.6	421579
193	0	1.46745e+10	43582.5	614062
92	11	2.23237e+09	12283.7	387634
61	84	4.24129e+09	64079.9	677197
52	8	2.06892e+09	28511.2	421983
159	88	1.17034e+10	22705.4	297377
104	69	1.14088e+09	92382.1	408191
112	154	5.55658e+09	3503.17	138906
84	4	3.15258e+09	12629	302963
191	26	8.22731e+09	37204.6	313284
189	200	1.988e+09	89748	460850
162	67	2.22488e+10	16838.4	705909
143	21	3.11699e+10	101124	966398
85	69	1.81659e+09	71117	444462
92	200	1.1821e+10	15235.8	426118
84	77	6.54182e+08	76880.9	251072
67	169	1.13601e+10	17139.1	336245
40	162	3.3699e+10	27309.8	1.01624e+06
30	150	1.30808e+10	47990.2	415834
128	83	2.70067e+10	106080	752611
189	129	5.11519e+09	16206.1	509345
159	11	1.14735e+10	32821.1	305843
62	156	3.19845e+10	129036	788422
78	60	1.43017e+09	97554.5	434272
191	35	7.13295e+09	50684.1	287637
52	20	1.81499e+09	48216.9	412113
92	129	1.40915e+10	15644.8	400662
84	206	7.94149e+09	46375.7	262772
142	134	3.0716e+09	13157	336556
83	133	1.66905e+10	112669	420456
189	146	6.10181e+09	94892.6	416303
84	147	1.12119e+10	23152.6	281773
67	168	7.44796e+09	39577.8	315731
30	26	1.84813e+09	118544	365637
156	118	1.39415e+10	38685.5	427660
68	128	3.69355e+10	101705	1.20524e+06
92	146	1.13627e+10	26981.3	374970
191	79	8.73352e+09	36289.8	311658
21	89	6.66133e+09	85814.8	610667
159	200	2.89831e+09	40887.4	339214
193	174	4.99506e+09	63651.9	572233
84	178	1.01259e+10	16252.5	244428
189	160	6.25191e+09	31678	470608
165	85	2.45102e+10	72512.2	764331
52	167	1.25384e+10	48646.8	388987
104	166	1.53736e+10	44348.6	478149
127	191	6.96102e+09	34485.9	702663
112	96	5.85117e+08	34988.5	232384
92	160	1.09897e+10	34174.7	358867
85	166	1.5404e+10	46566	490938
84	7	2.76166e+09	17640.1	295003
67	88	7.34659e+08	20942.8	305280
192	61	2.29693e+10	168917	1.00108e+06
191	158	4.34349e+09	43996.8	282102
195	58	1.83776e+10	27909.1	719334
159	129	2.04902e+09	55851.6	299202
6	62	7.80533e+09	273588	1.23893e+06
30	35	2.32537e+09	80621.6	391392
189	50	1.2028e+10	38515.1	486450
142	190	3.43959e+09	111368	297367
92	50	1.7901e+09	36781.6	378940
84	17	1.25234e+09	55490.8	238638
163	207	1.6187e+10	104423	1.36496e+06
52	150	1.11501e+10	43198.8	390839
189	196	2.14355e+09	62401.4	424344
191	169	2.13809e+09	13936.3	315857
78	154	1.30815e+10	27717.7	324200
67	11	2.61435e+09	11539.3	333265
159	146	1.45325e+09	48340.8	292358
84	135	9.11174e+09	14430.1	257591
92	196	1.0984e+10	7075.43	370426
207	83	2.10036e+10	33394.6	856937
156	70	1.51674e+10	38368	382931
61	52	7.01926e+09	63137.2	780552
162	159	6.00638e+09	35934.7	680672
30	79	2.58695e+09	135688	345953
83	120	1.62766e+10	78792.5	410461
189	90	1.38263e+10	62963.1	418634
84	80	6.00579e+08	56619.7	231049
193	9	1.82764e+10	29909.4	632639
191	168	3.65161e+09	12618.8	319100
92	90	1.00313e+09	44651.7	327701
52	26	1.65394e+09	56831.5	397563
131	78	2.68418e+10	25832.7	749141
159	160	1.74837e+09	32143	299646
67	200	1.1093e+10	15011	371230
104	60	1.85381e+09	70765.9	493962
84	51	2.19011e+09	29508.7	275584
189	2	1.27816e+10	36366.6	476946
85	60	1.90851e+09	80835	498899
112	121	1.00493e+10	38746.9	225449
142	49	1.38963e+10	81000.8	410968
92	2	2.48672e+09	21692.9	382375
30	158	1.30512e+10	42816.3	416975
21	73	8.16433e+09	42978	644811
191	88	9.17921e+09	20334.3	282298
84	151	1.04428e+10	20705.2	262972
189	3	9.50801e+09	55898.2	465660
159	50	1.04763e+10	13445	341023
52	35	2.02468e+09	65903	376324
67	129	1.24868e+10	61873.1	299320
92	3	2.91202e+09	11616.8	400697
84	54	2.23144e+09	16260.4	293315
156	134	1.22685e+09	25762.6	324392
191	11	8.48919e+09	23403.7	297811
189	208	1.99103e+09	70730.2	439682
30	169	1.34579e+10	31162.6	432324
195	86	2.12709e+10	24536.5	671770
78	96	1.11165e+09	111010	365871
84	115	1.20548e+09	13775	279105
92	208	1.17366e+10	20785.7	380382
62	142	2.54136e+10	139377	777640
159	196	3.02366e+09	18616.6	297632
67	146	9.94614e+09	26480.1	320358
52	79	2.74168e+09	64102.7	387752
189	209	1.66035e+09	115857	386675
84	170	7.34473e+09	56541.3	245259
193	69	1.71945e+10	46528.9	554395
83	198	1.29012e+10	55995.1	513503
191	200	1.14464e+09	66188	296463
143	83	3.00109e+10	22707.7	896061
92	209	1.02087e+10	13213.8	380073
142	95	1.11937e+10	72187.3	378631
104	154	1.48255e+10	34453.7	350365
159	90	1.06182e+10	41975.7	269124
30	168	1.00157e+10	39898.3	425513
84	27	1.32392e+09	24254	258234
189	176	5.85127e+09	22042.8	502144
85	154	1.50477e+10	18067.3	381758
128	193	1.0463e+10	133052	824132
92	176	1.44051e+10	30117.9	384825
67	160	9.27853e+09	53288.7	284640
127	189	7.28274e+09	134700	790396
191	129	3.94745e+09	15832.2	321771
112	179	1.12179e+10	34424	245139
84	64	9.63736e+08	29463.5	246801
162	58	2.05111e+10	58515.5	670882
189	4	9.0167e+09	53547.8	448498
52	158	1.11229e+10	34480.4	395524
159	2	1.09599e+10	22912.8	319903
92	4	3.63009e+09	30473.7	362327
156	190	3.68567e+09	59747.1	349429
61	30	5.61186e+09	94276.8	779199
84	94	7.52727e+08	36172	255297
189	77	1.587e+10	30254	484153
30	88	2.61478e+09	77407.9	358917
191	146	4.20296e+09	58583.9	264664
21	102	8.20644e+09	90988.6	624659
67	50	1.9624e+09	18108.1	342500
84	183	1.06131e+10	39263	265221
92	77	8.89582e+08	57269	347893
207	193	3.14789e+09	207972	780851
159	3	7.59306e+09	49830.8	301230
78	121	1.67427e+10	36056.2	437648
189	206	2.02513e+09	72760.3	422840
165	104	2.49805e+10	78524.3	743312
84	137	8.72213e+09	19070.4	270147
52	169	1.10159e+10	17896.9	415803
191	160	4.1998e+09	38944.2	275395
193	166	4.93593e+09	22333.2	600516
142	144	3.00384e+09	24230.4	327657
92	206	9.22253e+09	41612.2	344744
40	195	2.96551e+10	13138.2	1.04826e+06
83	0	3.81416e+09	104863	454289
67	196	9.77768e+09	18226.6	304162
189	147	5.50879e+09	24246.1	467133
30	11	1.89416e+09	79565.6	375341
84	71	9.88177e+08	11595.4	254718
104	96	1.04011e+09	88083	421699
85	96	1.05918e+09	52390.2	472398
195	87	1.78635e+10	21348.9	684927
159	208	2.71949e+09	75900.5	264015
92	147	1.34414e+10	35418.9	346716
191	50	7.76092e+09	23466.2	313552
84	12	1.72654e+09	18771.5	272950
189	178	5.94925e+09	12952.3	434182
52	168	1.04253e+10	40658.8	394966
67	90	1.03481e+09	22710.9	294529
156	49	1.5937e+10	71007.5	421403
112	124	7.90974e+09	20263.5	199270
92	178	1.26514e+10	24058	313831
84	107	8.24105e+08	25295.1	234936
159	209	3.1476e+09	16227.2	315807
30	200	1.19683e+10	27727.3	468616
191	196	6.59109e+08	8344.25	290454
189	7	8.31534e+09	32196.5	466900
84	14	2.28463e+09	13385.3	276392
92	7	3.33538e+09	46859.6	342992
142	5	1.45736e+10	100857	384416
67	2	2.64508e+09	13036.8	335918
189	17	1.24954e+10	76926.6	403655
84	181	8.0637e+09	34516.2	240991
159	176	2.01666e+09	36370.9	317319
191	90	8.05927e+09	41637.2	252012
52	88	3.58819e+09	32783	373755
131	112	2.1595e+10	53777.5	511688
6	127	3.43015e+10	33441.4	1.36399e+06
92	17	1.39279e+09	12041.4	359296
30	129	1.53375e+10	49595.2	421701
78	179	1.79964e+10	26864.3	462207
84	23	2.13955e+09	25364.7	271467
21	145	2.15235e+10	69670	625365
162	86	2.41551e+10	30076.1	648385
193	60	1.95187e+10	42933.4	622145
189	135	6.12864e+09	49513.8	408961
67	3	2.93917e+09	12533.9	344666
191	2	7.98834e+09	25708.3	299657
84	110	7.94692e+08	47562.8	236847
159	4	6.9291e+09	64041.1	267507
192	162	1.11551e+10	112962	1.01641e+06
104	121	1.82198e+10	36174.6	470430
85	121	1.84351e+10	35957.4	485654
92	135	1.1144e+10	14276	334954
189	80	1.2702e+10	18560.5	455561
83	174	1.72308e+10	96887.4	440505
156	95	1.22054e+10	34938.1	416322
62	191	2.70452e+10	37221.9	815019
68	165	3.23117e+10	197885	1.07406e+06
52	11	1.79889e+09	49246.4	375874
84	97	9.88424e+08	17223.1	264418
61	67	2.20413e+09	91397	671976
191	3	6.25631e+09	50390.7	283220
30	146	1.29317e+10	38463.2	418478
67	208	1.04508e+10	21698.2	324357
92	80	6.68578e+08	34641	330236
142	194	4.99608e+09	95305.3	385205
189	51	1.18686e+10	24003.2	467543
84	37	1.68427e+09	45823.8	235622
159	77	1.27222e+10	42420.9	301488
112	157	9.31129e+09	28819.3	248854
84	46	1.92491e+09	34690	236027
92	51	2.96806e+09	43731.2	338571
191	208	6.28569e+08	46629.5	275835
189	151	4.31156e+09	14020.4	456111
52	200	9.48381e+09	15936.2	450621
195	89	1.5297e+10	36538.1	672590
67	209	9.39266e+09	13183.4	324990
30	160	1.27258e+10	29206.3	418825
84	24	1.77738e+09	21691	243881
159	206	3.02353e+09	37359.3	287744
127	92	2.41267e+10	29698.6	786153
207	85	2.36273e+10	24693.4	878786
92	151	1.28963e+10	9365.28	351521
189	54	8.77575e+09	31749.5	464280
191	209	7.43709e+08	39769.7	274814
84	91	9.0527e+08	4248.41	244935
193	154	6.02984e+09	18407.2	466762
78	124	1.44259e+10	18633.4	410408
67	176	1.23457e+10	28218.4	331611
143	193	1.07619e+10	69333.2	947928
92	54	2.39518e+09	54785.7	331999
159	147	8.86529e+08	33250.6	287631
84	10	1.43064e+09	34310.4	234573
52	129	1.29577e+10	16148.1	425361
156	144	1.46955e+09	9695.89	342633
189	115	1.44837e+10	42610.3	436723
85	179	1.95924e+10	41665.6	495313
30	50	2.1511e+09	59059	411652
104	179	1.94529e+10	16003.8	505969
191	176	4.47912e+09	12243.5	323996
142	36	1.34011e+10	81553.5	364098
128	85	2.82063e+10	17774.5	854065
21	133	2.00422e+10	95054.2	586824
84	82	7.24328e+08	15581.9	236981
92	115	1.18445e+09	28395.1	341694
83	9	2.78725e+09	73893.7	490162
189	170	5.96729e+09	61446.1	426807
159	178	1.07602e+09	3282.58	273354
67	4	3.71445e+09	46809.7	290878
84	185	9.43519e+09	18711.1	241389
191	4	5.8155e+09	49221.4	264877
112	118	1.47426e+09	49175.1	206769
162	87	2.11707e+10	20871.1	667559
30	196	1.1785e+10	9203.59	423287
92	170	8.41826e+09	64439	314570
52	146	1.105e+10	27119.5	400035
189	27	1.21832e+10	25101.5	443840
84	25	2.13915e+09	31066.1	256909
191	77	9.96114e+09	15023.6	311435
159	7	7.45524e+09	44884.4	283715
67	77	7.88803e+08	26511.1	323538
84	15	1.79028e+09	18399.9	247359
165	78	2.37138e+10	128632	660304
92	27	1.77033e+09	25783.6	333914
189	64	1.4034e+10	31536	431181
30	90	3.01613e+09	63164.8	364178
84	101	6.88794e+08	29343.3	235755
156	5	1.72685e+10	59764.7	425950
52	160	1.06009e+10	43687.6	374557
191	206	1.15064e+09	44511.7	263141
92	64	9.44445e+08	39032.7	314440
193	96	1.89524e+10	52173.3	557959
142	75	1.29415e+10	80574.6	331517
189	94	1.47187e+10	71697.3	406226
159	17	1.02419e+10	27813.8	282271
61	159	2.24047e+10	79302.3	677931
67	206	8.23191e+09	40962.9	290280
84	123	9.95908e+09	24597.8	240449
78	157	1.4126e+10	27808.2	459373
85	124	1.56694e+10	18477.6	458472
104	124	1.58477e+10	18994.6	442948
195	73	1.65669e+10	123016	577418
92	94	7.66305e+08	64839.2	303839
191	147	3.53097e+09	12586.3	290845
84	149	8.20634e+09	23335.1	249972
189	183	4.82992e+09	9442.15	481495
30	2	1.97313e+09	73265.9	385792
159	135	1.52227e+09	6173.11	281804
52	50	1.37744e+09	61413.3	379511
84	139	9.80048e+09	4472.51	253023
67	147	1.15484e+10	32642.8	294379
92	183	1.27482e+10	23706.5	357986
189	137	4.20172e+09	18854.8	456816
191	178	3.48127e+09	2613.31	256573
40	21	8.61544e+09	33017.8	1.01574e+06
131	156	6.85409e+09	67371.2	708495
83	69	1.16002e+09	82234.2	420197
84	122	9.54883e+09	3263.45	246205
112	70	4.16461e+08	3998.56	206900
62	189	2.99778e+10	90761.5	949427
30	3	3.22094e+09	66877.3	400426
159	80	1.00192e+10	18407.1	285217
92	137	1.04942e+10	19218.6	347208
189	71	1.40113e+10	17060.1	435707
156	194	5.94232e+09	20455.9	460496
21	120	1.90558e+10	94573.4	543433
52	196	9.10334e+09	7351.64	395353
67	178	1.06944e+10	16881.7	265895
84	42	1.16117e+09	41634.7	231311
191	7	5.35398e+09	33121.5	278027
142	199	5.5441e+09	94483.5	346166
189	12	1.24895e+10	61416.5	416759
84	164	1.0206e+10	30285.4	247536
92	71	9.41486e+08	33734.1	309789
159	51	1.00984e+10	28908.4	292141
30	208	1.2585e+10	20844.8	435313
207	104	2.53891e+10	87194.2	801279
127	84	2.35863e+10	47839.7	690803
193	121	5.75671e+09	60099.1	546857
191	17	7.48052e+09	26864.7	265770
84	175	9.94628e+09	28741.3	226805
67	7	3.54844e+09	43703.8	291035
85	157	1.54069e+10	27887.3	507201
189	107	1.40947e+10	4883.95	441801
162	89	1.92272e+10	26196.1	665086
52	90	3.52393e+09	21329.2	376226
92	12	1.93643e+09	38358.8	330572
78	118	2.57253e+09	106085	359368
104	157	1.51724e+10	27827.4	492255
84	188	9.77133e+09	15601	236918
159	151	7.79333e+08	14882.8	284751
189	14	8.33984e+09	58838.9	417391
191	135	3.76899e+09	4324.54	266202
30	209	1.07266e+10	15705.6	432571
84	172	8.40538e+09	17685.7	244999
92	107	9.21811e+08	29150.4	308290
67	17	1.38072e+09	12063.3	304161
189	181	5.93806e+09	33112.5	428848
84	22	2.04389e+09	19853.4	242552
52	2	1.51325e+09	52262.5	377009
156	36	1.5837e+10	26518.6	419574
142	126	1.51295e+09	87173.2	301914
159	54	8.31721e+09	34320.2	291212
92	14	2.85931e+09	47629.3	319357
191	80	7.35712e+09	19740.3	266434
84	44	1.89926e+09	58260.6	221847
189	23	9.92718e+09	21282.3	462003
112	134	5.33273e+09	4816.4	134937
83	166	1.40965e+10	53329.6	471027
6	61	9.22657e+09	186487	1.21357e+06
30	176	1.62103e+10	34429.9	435502
67	135	9.45514e+09	13663	280454
195	102	2.00915e+10	88325.9	639968
92	181	9.72342e+09	45474.4	307242
84	197	8.40469e+09	13141.3	255571
191	51	7.37046e+09	17778.2	285821
189	110	1.334e+10	40254.3	430609
61	58	6.93899e+09	87652.1	682371
52	3	2.40622e+09	46559.2	390957
159	115	1.08903e+10	16938.8	291897
84	108	6.3747e+08	16047.4	232301
92	23	2.47082e+09	84133.5	289907
189	97	1.41008e+10	41833	426262
163	192	2.05928e+10	102496	1.46238e+06
191	151	2.84076e+09	9789.17	272394
84	184	9.4078e+09	7254.19	240977
21	198	1.35369e+10	56895.8	661355
192	195	7.22844e+09	139472	1.00774e+06
85	118	2.0633e+09	71312.9	442047
193	179	7.98005e+09	30776.1	591547
30	4	3.55974e+09	35815.4	411975
67	80	8.78415e+08	16958.6	292806
92	110	8.87279e+08	32480.6	329138
104	118	3.21806e+09	36819.2	461534
143	85	3.09166e+10	17991.2	913926
189	37	1.23566e+10	28856.1	439044
159	170	1.45377e+09	44417.2	273339
84	125	9.38044e+09	2876.3	240872
52	208	9.84106e+09	24092.5	402278
78	70	1.49915e+09	53316.3	367090
142	210	5.21117e+09	37484.9	428063
191	54	5.54032e+09	22974.7	285107
128	104	2.93466e+10	51307.4	805525
92	97	8.67533e+08	45184.8	313665
84	177	9.51093e+09	2169.55	242456
189	46	1.2122e+10	29477.4	427693
67	51	3.41121e+09	34308	292881
156	75	1.51845e+10	35070.5	377463
30	77	2.8063e+09	108687	351465
84	152	9.58851e+09	3599.86	244059
159	27	9.87949e+09	16168.9	282275
92	37	1.88501e+09	20181.6	338474
191	115	8.951e+09	32022.6	259363
189	24	1.22066e+10	28278.9	423747
52	209	8.3248e+09	13369.8	405120
84	63	1.16704e+09	24784.4	244573
112	190	5.30143e+09	64965.5	133810
92	46	3.04421e+09	12984	334942
165	112	1.85262e+10	47630	531797
189	91	1.3418e+10	5115.52	430522
67	151	1.12072e+10	32451.9	273322
84	81	8.09194e+08	11378.3	233996
162	73	1.71376e+10	71127.3	611461
159	64	1.05304e+10	20065.2	272155
30	206	1.00891e+10	40648.4	400698
83	60	2.10854e+09	54104.4	512482
191	170	4.03169e+09	10668.2	289638
84	48	1.72094e+09	6557.84	245698
92	24	2.58638e+09	19712.2	323069
189	10	1.19217e+10	28034.4	427303
52	176	1.38015e+10	38638.3	401507
84	111	6.58636e+08	24155.8	227012
142	130	3.98729e+09	52595.5	401875
191	27	7.22561e+09	17537.7	263456
67	54	2.85886e+09	31100.4	300571
85	70	1.19805e+09	40176.2	428137
68	131	3.78198e+10	144409	1.11357e+06
189	82	1.29076e+10	7022.94	431994
159	94	1.12424e+10	24298.5	283127
92	91	8.07534e+08	18683.7	307709
30	147	1.51536e+10	31391.4	405733
84	138	9.25825e+09	1340.68	239562
193	124	6.22192e+09	39311.5	522982
207	78	2.17885e+10	35130.9	820441
104	70	2.28661e+09	36603.5	416704
62	92	6.02326e+09	47928.7	883016
195	145	5.6355e+09	52423.6	655257
156	199	5.59769e+09	12782.5	428309
189	185	5.46754e+09	6129.98	440424
92	10	2.0814e+09	19847.3	326245
84	148	9.47404e+09	10957.1	253260
191	64	8.38714e+09	22541.3	252229
52	4	2.14395e+09	44573.3	373431
78	134	1.28115e+10	26868.5	322393
131	142	7.60833e+09	69946.7	705478
127	52	2.11921e+10	62962.8	778092
159	183	1.35627e+09	18112	302328
67	115	8.04492e+08	19978.8	294997
84	114	6.15583e+08	14593.5	237218
21	0	5.35811e+09	128824	579081
189	25	9.9416e+09	35480.5	438948
92	82	6.99402e+08	18598.1	311174
30	178	1.46443e+10	17298.2	375581
191	94	8.89798e+09	24883.3	265092
84	141	9.35531e+09	3267.64	240085
189	15	9.47064e+09	14558	437654
61	86	4.21107e+09	42591.3	676496
84	43	1.88841e+09	20996.9	227407
92	185	1.17497e+10	29537.3	307772
159	137	1.5736e+09	34395.9	270778
112	49	2.38363e+09	37425.8	244584
52	77	3.33728e+09	35132.4	395233
67	170	6.99654e+09	61802.6	262093
142	105	8.74117e+09	76482	310509
191	183	3.27145e+09	10218.2	292771
84	113	9.72682e+08	10912.7	252039
189	101	1.37822e+10	33377.3	418175
92	25	2.86991e+09	19333.3	345850
30	7	3.06378e+09	48073.3	396768
84	153	9.26453e+09	2543.59	237698
83	154	1.34558e+10	22793.8	363883
159	71	1.02745e+10	18963.2	263307
85	134	1.46932e+10	17654.8	379514
40	83	6.83049e+09	24468.4	875533
189	123	4.3221e+09	16396.6	435104
84	211	7.36253e+09	8789.04	240329
