"stratum","target","n_L","n_R","n_samples","frac_L","frac_R","mean_L","mean_R","median_pos_L","median_pos_R","p_presence","p_magnitude","direction","p_presence_BH","p_magnitude_BH"
"IAL_combined","BLI",21,117,3,0.0476190476190476,0.0170940170940171,0.000896339949908256,0.00137239229293453,0.0188231389480734,0.0802849491366699,0.392979819665092,0.398246732527485,"R>L",0.87328848814465,0.726979183762703
"IAL_combined","BLV",21,117,3,0,0.00854700854700855,0,0.00096725795673101,NA,0.113169180937528,1,0.686591451331442,"R>L",1,0.726979183762703
"IAL_combined","AA",21,117,3,0.0476190476190476,0.0170940170940171,0.00209635174682573,0.000929370617601574,0.0440233866833404,0.0543681811296921,0.392979819665092,0.385272761024789,"L>R",0.87328848814465,0.726979183762703
"IAL_combined","Pir",21,117,3,0.142857142857143,0.00854700854700855,0.0189006182251404,0.000803891328270353,0.142448833767162,0.0940552854076313,0.0111729236283533,0.000764459622204671,"L>R",0.223458472567066,0.0137602731996841
"IAL_combined","Me",21,117,3,0.0476190476190476,0.0170940170940171,0.000480907832066646,0.000925599945579081,0.0100990644733996,0.0541475968163762,0.392979819665092,0.398246732527485,"R>L",0.87328848814465,0.726979183762703
"IAL_combined","STIA",21,117,3,0.0476190476190476,0.0170940170940171,0.00191403574945774,0.000689366299819427,0.0401947507386126,0.0403279285394365,0.392979819665092,0.385272761024789,"L>R",0.87328848814465,0.726979183762703
"IAL_combined","PaL",21,117,3,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_combined","ASt",21,117,3,0.0476190476190476,0.0427350427350427,0.00181864440718161,0.00364445291139822,0.0381915325508139,0.0802713524380725,1,0.946499197051664,"R>L",1,0.946499197051664
"IAL_combined","AON/TTv",21,117,3,0.0476190476190476,0.0256410256410256,0.00324423540786472,0.0023578037281212,0.0681289435651592,0.091421271577844,0.487405181050522,0.595905367822641,"L>R",0.974810362101045,0.726979183762703
"IAL_combined","EA",21,117,3,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IAL_combined","APir",21,117,3,0.0476190476190476,0,0.000901757700578146,0,0.0189369117121411,NA,0.152173913043478,0.0192727382509546,"L>R",0.760869565217391,0.0867273221292959
"IAL_combined","LaD",21,117,3,0,0.00854700854700855,0,0.000953903479190136,NA,0.111606707065246,1,0.686591451331442,"R>L",1,0.726979183762703
"IAL_combined","LaV",21,117,3,0.0476190476190476,0,0.00434703099765793,0,0.0912876509508166,NA,0.152173913043478,0.0192727382509546,"L>R",0.760869565217391,0.0867273221292959
"IAL_combined","PR-RI",21,117,3,0,0.00854700854700855,0,0.000195698383811482,NA,0.0228967109059434,1,0.686591451331442,"R>L",1,0.726979183762703
"IAL_combined","EGP",21,117,3,0,0.00854700854700855,0,0.000340302322909547,NA,0.0398153717804169,1,0.686591451331442,"R>L",1,0.726979183762703
"IAL_combined","IGP",21,117,3,0,0.00854700854700855,0,0.00039380719010858,NA,0.0460754412427039,1,0.686591451331442,"R>L",1,0.726979183762703
"IAL_combined","B",21,117,3,0,0.00854700854700855,0,0.000394866436634491,NA,0.0461993730862354,1,0.686591451331442,"R>L",1,0.726979183762703
